title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
Graceland (2012),tt2131523,84,75,"Crime,Thriller",4,2013,"When a kidnapping goes wrong, a desperate father risks everything to save his daughter from the men who hold her captive.",Ron Morales,"Arnold Reyes,Menggie Cobarrubias,Dido De La Paz,Leon Miguel",
Iron Man 3 (2013),tt1300854,130,62,"Action,Adventure,Sci-Fi",5,2013,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Shane Black,"Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle",
Den skaldede frisør (2012),tt1854236,116,60,"Comedy,Romance",5,2013,"A hairdresser who has lost her hair to cancer finds out her husband is having an affair, travels to Italy for her daughter's wedding and meets a widower who still blames the world for the loss of his wife.",Susanne Bier,"Pierce Brosnan,Trine Dyrholm,Molly Blixt Egelind,Sebastian Jessen",
Scatter My Ashes at Bergdorf's (2013),tt1893326,93,55,Documentary,5,2013,"A documentary on the Manhattan department store with interviews from an array of fashion designers, style icons, and celebrities.",Matthew Miele,"Rachel Zoe,Candice Bergen,Ashley Olsen,Mary-Kate Olsen",
The Iceman (2012),tt1491044,106,60,"Biography,Crime,Drama",5,2013,"The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters have any clue about his real profession.",Ariel Vromen,"Michael Shannon,Chris Evans,James Franco,Winona Ryder",
Something in the Air (2012),tt1846472,122,76,Drama,5,2013,"In the months after the heady weeks of May '68, a group of young Europeans search for a way to continue the revolution believed to be just beginning.",Olivier Assayas,"Clément Métayer,André Marcon,Lola Créton,Felix Armand",
What Maisie Knew (2012),tt1932767,99,74,Drama,5,2013,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",Scott McGehee,"Julianne Moore,Alexander Skarsgård,Steve Coogan,Joanna Vanderham",
Kiss of the Damned (2012),tt1959438,97,48,"Drama,Horror,Romance",5,2013,"The vampire Djuna resists the advances of Paolo, but soon gives in to their passion. When her trouble-making sister unexpectedly comes to visit, Djuna's love is threatened, and the whole vampire community becomes endangered.",Xan Cassavetes,"Joséphine de La Baume,Milo Ventimiglia,Roxane Mesquida,Anna Mouglalis",70257839
Greetings from Tim Buckley (2012),tt1823125,99,57,Drama,5,2013,A chronicle of the days leading up to Jeff Buckley's performance at his father's tribute concert in 1991.,Daniel Algrant,"Penn Badgley,Imogen Poots,Norbert Leo Butz,Ben Rosenfield",
Generation Um... (2012),tt1718158,97,25,Drama,5,2013,"Three adults during a single day in New York City, one filled with sex, drugs, and indecision.",Mark Mann,"Keanu Reeves,Bojana Novakovic,Adelaide Clemens,Daniel Sunjata",70271598
Dead Man's Burden (2012),tt2094155,93,76,"Drama,Western",5,2013,A western set on the New Mexico frontier a few years after the Civil War and centered on a struggling young family and the mining company who wants to buy their land.,Jared Moshe,"Barlow Jacobs,Clare Bowen,David Call,Joseph Lyle Taylor",
First Night (2010),tt1536053,116,29,"Comedy,Musical,Romance",5,2013,"Adam is a rich industrialist, who aspires to a more cultured world. Spurred on by playful jibes that he is little more than a city suit living the capitalist's dream, this frustrated amateur opera singer decides to throw an opera in his lavish country retreat. Once his friends see him belting out the notes, he feels sure it will spell the end to their shallow taunts. In fact, it might even help him win the hand of a female conductor he has been pursuing whom - it just so happens - is the first to be recruited for his showpiece.",Christopher Menaul,"Richard E. Grant,Sarah Brightman,Mía Maestro,Julian Ovenden",70287002
"Cinco de Mayo, La Batalla (2013)",tt2553908,125,,"Drama,History,War",5,2013,"On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world's largest and most powerful army in one legendary battle for freedom and for Mexico.",Rafa Lara,"Christian Vazquez,Angélica Aragón,Liz Gallardo,Kuno Becker",70272747
The Great Gatsby (2013),tt1343092,143,55,"Drama,Romance",5,2013,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",Baz Luhrmann,"Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,Tobey Maguire",
Peeples (2013),tt1699755,95,52,"Comedy,Romance",5,2013,Sparks fly when Wade Walker crashes the Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's hand in marriage.,Tina Gordon Chism,"Craig Robinson,Kerry Washington,David Alan Grier,S. Epatha Merkerson",
Sightseers (2012),tt2023690,88,69,"Adventure,Comedy,Crime,Horror",5,2013,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",Ben Wheatley,"Alice Lowe,Kenneth Hadley,Steve Oram,Eileen Davies",70243245
Venus and Serena (2012),tt2376024,99,65,Documentary,5,2013,"Ever since Venus and Serena Williams started playing in tennis tournaments, they've provoked strong reactions - from awe and admiration to suspicion and resentment. They've been winning championships for over a decade, pushing the limits of longevity in such a demanding sport. How long can they last? In Venus & Serena, we gain unprecedented access into their lives during the most intimidating year of their career. Over the course of 2011, Venus grappled with an energy-sapping autoimmune disease while Serena battled back from a life-threatening pulmonary embolism. Neither Venus nor Serena let their adversities hold them back. They drew their greatest strength from each other.",Maiken Baird,"Billie Jean King,John McEnroe,Richard Williams,Serena Williams",
Aftershock (2012),tt1780762,89,39,"Action,Adventure,Horror,Thriller",5,2013,"In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare.",Nicolás López,"Eli Roth,Ariel Levy,Nicolás Martínez,Andrea Osvárt",
No One Lives (2012),tt1763264,86,26,"Horror,Thriller",5,2013,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,Ryûhei Kitamura,"Luke Evans,Gary Grubbs,Adelaide Clemens,Derek Magyar",
One Track Heart: The Story of Krishna Das (2012),tt2010939,74,49,"Documentary,Biography,Music",5,2013,"Krishna Das is on a journey to India to discover legendary spiritual teacher Neem Karoli Baba, through drug addiction and depression, to his eventual emergence as a world-famous Kirtan singer.",Jeremy Frindel,"Krishna Das,Ram Dass,Rick Rubin,Neem Karoli Baba",
Java Heat (2013),tt2083231,104,35,"Action,Crime,Drama,Thriller",5,2013,A Muslim detective teams with an American posing as a graduate student to find the man behind a series of deadly terrorist bombings in Indonesia.,Conor Allyn,"Kellan Lutz,Verdi Solaiman,Mickey Rourke,Ario Bayu",70269482
Star Trek Into Darkness (2013),tt1408101,132,72,"Action,Adventure,Sci-Fi",5,2013,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",J.J. Abrams,"Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch",
Frances Ha (2012),tt2347569,86,82,"Comedy,Drama,Romance",5,2013,"A story that follows a New York woman (who doesn't really have an apartment), apprentices for a dance company (though she's not really a dancer), and throws herself headlong into her dreams, even as their possibility dwindles.",Noah Baumbach,"Greta Gerwig,Mickey Sumner,Adam Driver,Michael Zegen",70257412
Stories We Tell (2012),tt2366450,108,91,Documentary,5,2013,A film that excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.,Sarah Polley,"Michael Polley,John Buchan,Mark Polley,Joanna Polley",
Erased (2012),tt1645155,100,34,"Action,Thriller",5,2013,"An ex-CIA agent and his estranged daughter are forced on the run when his employers erase all records of his existence, and mark them both for termination as part of a wide-reaching international conspiracy.",Philipp Stölzl,"Aaron Eckhart,Nick Alachiotis,Liana Liberato,Olga Kurylenko",
The English Teacher (2013),tt2055765,93,42,"Comedy,Drama",5,2013,An English teacher's life is disrupted when a former student returns to her small town after failing as a playwright in New York.,Craig Zisk,"Julianne Moore,Michael Angarano,Greg Kinnear,Lily Collins",70272460
Augustine (2012),tt2098628,102,74,Drama,5,2013,"A look at the relationship between pioneering 19th century French neurologist Dr. Jean-Martin Charcot and his star teenage patient, a kitchen maid who is left partially paralyzed after a seizure.",Alice Winocour,"Vincent Lindon,Stéphan Wojtowicz,Soko,Chiara Mastroianni",
Black Rock (2012),tt1930294,83,46,"Horror,Thriller",5,2013,Three childhood friends set aside their personal issues and reunite for a girls' weekend on a remote island off the coast of Maine. One wrong move turns their weekend getaway into a deadly fight for survival.,Katie Aselton,"Katie Aselton,Lake Bell,Kate Bosworth,Will Bouvier",
State 194 (2012),tt2324918,98,63,Documentary,5,2013,A look deep inside Israel and Palestine at the men and women trying to seize a historic opportunity to end the conflict and make implementing the two-state solution a reality.,Dan Setton,"Salam Fayyad,Mahmoud Abbas,Tzipi Livni,Avi Dichter",
Furious 6 (2013),tt1905041,130,61,"Action,Crime,Thriller",5,2013,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez",
The Hangover Part III (2013),tt1951261,100,30,Comedy,5,2013,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the lam.",Todd Phillips,"Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha",
Epic (2013),tt0848537,102,52,"Animation,Adventure,Family,Fantasy",5,2013,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,Chris Wedge,"Amanda Seyfried,Josh Hutcherson,Beyoncé Knowles,Colin Farrell",
Before Midnight (2013),tt2209418,109,94,"Drama,Romance",5,2013,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Richard Linklater,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Ariane Labed",
Lemale et ha'halal (2012),tt2219514,90,79,Drama,5,2013,A young Hasidic Jewish woman is pressured into an arranged levirate marriage to an older widower.,Rama Burshtein,"Hadas Yaron,Yiftach Klein,Irit Sheleg,Chayim Sharir",
We Steal Secrets: The Story of WikiLeaks (2013),tt1824254,130,76,Documentary,5,2013,"A documentary that details the creation of Julian Assange's controversial website, which facilitated the largest security breach in U.S. history.",Alex Gibney,"Julian Assange,Adrian Lamo,John 'FuzzFace' McMahon,Alex Gibney",
After Earth (2013),tt1815862,100,33,"Action,Adventure,Sci-Fi",5,2013,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",M. Night Shyamalan,"Jaden Smith,David Denman,Will Smith,Sophie Okonedo",
Now You See Me (2013),tt1670345,115,50,"Crime,Mystery,Thriller",5,2013,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,Louis Leterrier,"Jesse Eisenberg,Common,Mark Ruffalo,Woody Harrelson",
The Kings of Summer (2013),tt2179116,95,61,"Adventure,Comedy,Drama",5,2013,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",Jordan Vogt-Roberts,"Nick Robinson,Gabriel Basso,Moises Arias,Nick Offerman",
The East (2013),tt1869716,116,68,"Drama,Thriller",5,2013,An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,Zal Batmanglij,"Brit Marling,Alexander Skarsgård,Ellen Page,Toby Kebbell",
Shadow Dancer (2012),tt1770734,101,71,"Drama,Thriller",5,2013,"Set in 1990s Belfast, an active member of the IRA becomes an informant for MI5 in order to protect her son's welfare.",James Marsh,"Clive Owen,Andrea Riseborough,Gillian Anderson,Aidan Gillen",70227655
Hannah Arendt (2012),tt1674773,113,69,"Biography,Drama",5,2013,"A look at the life of philosopher and political theorist Hannah Arendt, who reported for The New Yorker on the war crimes trial of the Nazi Adolf Eichmann.",Margarethe von Trotta,"Barbara Sukowa,Axel Milberg,Janet McTeer,Julia Jentsch",70259401
The History of Future Folk (2012),tt2245195,86,67,"Comedy,Music,Sci-Fi",5,2013,"The possibly exaggerated origin story of the real life alien bluegrass band, Future Folk, that has been playing for NYC audiences for the better part of a decade.",John Mitchell,"Nils d'Aulaire,Jay Klaitz,Julie Ann Emery,April L. Hernandez",70245246
The Internship (2013),tt2234155,119,42,Comedy,6,2013,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",Shawn Levy,"Vince Vaughn,Owen Wilson,Rose Byrne,Aasif Mandvi",
