title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
Seymour: An Introduction (2014),tt2219650,84,83,"Documentary,Biography,Music",3,2015,"Meet Seymour Bernstein: a beloved pianist, teacher and true inspiration who shares eye-opening insights from an amazing life. Ethan Hawke helms this poignant guide to life.",Ethan Hawke,"Seymour Bernstein,Jiyang Chen,Ethan Hawke,Junko Ichikawa",
The Wrecking Crew (2008),tt1185418,101,67,"Documentary,Music",3,2015,"A celebration of the musical work of a group of session musicians known as ""The Wrecking Crew"", a band that provided back-up instrumentals to such legendary recording artists as Frank Sinatra, The Beach Boys and Bing Crosby.",Denny Tedesco,"Brian Wilson,Dick Clark,Cher,Herb Alpert",
Insurgent (2015),tt2908446,119,42,"Adventure,Sci-Fi,Thriller",3,2015,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,Robert Schwentke,"Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet",
The Gunman (2015),tt2515034,115,39,"Action,Crime,Drama,Mystery,Thriller",3,2015,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Pierre Morel,"Sean Penn,Idris Elba,Jasmine Trinca,Javier Bardem",80014852
Do You Believe? (2015),tt4056738,120,22,Drama,3,2015,"When a pastor is shaken by the visible faith of a street-corner preacher, he is reminded that true belief always requires action. His response ignites a journey that impacts everyone it touches in ways that only God could orchestrate.",Jon Gunn,"Mira Sorvino,Sean Astin,Alexa PenaVega,Ted McGinley",
"Kumiko, the Treasure Hunter (2014)",tt3263614,105,68,Drama,3,2015,"A jaded Japanese woman discovers a hidden copy of Fargo (1996) on VHS, believing it to be a treasure map indicating the location of a large case of money.",David Zellner,"Rinko Kikuchi,Nobuyuki Katsube,Shirley Venard,David Zellner",
Danny Collins (2015),tt1772288,106,58,"Comedy,Drama,Music",3,2015,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,Dan Fogelman,"Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale",
Spring (2014),tt3395184,109,69,"Horror,Romance,Sci-Fi",3,2015,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",Justin Benson,"Lou Taylor Pucci,Nadia Hilker,Vanessa Bednar,Shane Brady",
Can't Stand Losing You: Surviving the Police (2012),tt1610013,79,33,"Documentary,Biography,History,Music",3,2015,A documentary about the rise of The Police.,Andy Grieve,"Sting,Andy Summers,Stewart Copeland",
Get Hard (2015),tt2561572,100,34,"Comedy,Crime",3,2015,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",Etan Cohen,"Will Ferrell,Kevin Hart,Alison Brie,T.I.",
Home (2015),tt2224026,94,55,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi",3,2015,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Tim Johnson,"Jim Parsons,Rihanna,Steve Martin,Jennifer Lopez",
While We're Young (2014),tt1791682,97,76,"Comedy,Drama",3,2015,A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,Noah Baumbach,"Ben Stiller,Naomi Watts,Adam Driver,Amanda Seyfried",
Serena (2014),tt1247690,109,36,"Drama,Romance",3,2015,"In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena.",Susanne Bier,"Bradley Cooper,Jennifer Lawrence,Sean Harris,Blake Ritson",80015569
The Salt of the Earth (2014),tt3674140,110,83,"Documentary,Biography",3,2015,"For the last 40 years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed some of the major events of our recent history; international conflicts, starvation and exodus. He is now embarking on the discovery of pristine territories, of wild fauna and flora, and of grandiose landscapes as part of a huge photographic project which is a tribute to the planet's beauty.",Juliano Ribeiro Salgado,"Sebastião Salgado,Wim Wenders,Lélia Wanick Salgado,Juliano Ribeiro Salgado",
The Riot Club (2014),tt2717860,107,54,"Drama,Thriller",3,2015,"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening.",Lone Scherfig,"Sam Claflin,Max Irons,Douglas Booth,Jessica Brown Findlay",
Fehér isten (2014),tt2844798,121,80,Drama,3,2015,"Thirteen-year-old Lili fights to protect her dog Hagen. She is devastated when her father eventually sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to find her dog and save him.",Kornél Mundruczó,"Zsófia Psotta,Sándor Zsótér,Lili Horváth,Szabolcs Thuróczy",
Man from Reno (2014),tt2287170,111,69,"Crime,Drama,Mystery,Thriller",3,2015,"A mystery outside of San Francisco brings together small-town sheriff Paul Del Moral, Japanese author Aki Akahori, and a traveler from Reno who soon disappears, leaving behind his suitcase and a trail of questions.",Dave Boyle,"Ayako Fujitani,Pepe Serna,Kazuki Kitamura,Yasuyo Shiba",80011632
Cupcakes (2013),tt1935742,92,64,"Comedy,Music",3,2015,"In Tel Aviv, six friends who are appalled by the Israeli entry in the UniverSong competition record their own song on a mobile phone, then are shocked to learn their recording is selected as Israel's entry for next year's competition.",Eytan Fox,"Dana Ivgy,Keren Berger,Yael Bar-Zohar,Efrat Dor",80023361
A Girl Like Her (2015),tt2523832,91,54,Drama,3,2015,"Jessica Burns enlists the help of her best friend, Brian, in order to document the relentless harassment she's received from her former friend, Avery Keller, one of South Brookdale High School's most popular students.",Amy S. Weber,"Lexi Ainsworth,Hunter King,Jimmy Bennett,Terri Partyka",
Furious 7 (2015),tt2820852,137,67,"Action,Crime,Thriller",4,2015,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,James Wan,"Vin Diesel,Paul Walker,Dwayne Johnson,Jason Statham",
Woman in Gold (2015),tt2404425,109,51,Drama,4,2015,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",Simon Curtis,"Helen Mirren,Ryan Reynolds,Daniel Brühl,Katie Holmes",
5 to 7 (2014),tt2486678,95,52,"Comedy,Drama,Romance",4,2015,"An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married, and the couple can only meet between the hours of 5 and 7 each evening.",Victor Levin,"Anton Yelchin,Bérénice Marlohe,Olivia Thirlby,Lambert Wilson",
Lambert & Stamp (2014),tt3458236,117,75,"Documentary,Biography,History,Music",4,2015,A documentary that reveals how the unlikely partnership between aspiring filmmakers Christopher Stamp and Kit Lambert produced one of the greatest rock bands in history: The Who.,James D. Cooper,"Kit Lambert,Roger Daltrey,Pete Townshend,Richard Barnes",
Effie Gray (2014),tt1605798,104,54,Drama,4,2015,"A look at the scandalous love triangle between Victorian art critic John Ruskin, his teenage bride Effie Gray, and Pre-Raphaelite painter John Everett Millais.",Richard Laxton,"Dakota Fanning,Greg Wise,Tom Sturridge,Emma Thompson",
The Longest Ride (2015),tt2726560,128,33,"Drama,Romance",4,2015,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",George Tillman Jr.,"Scott Eastwood,Britt Robertson,Alan Alda,Jack Huston",
Ex Machina (2015),tt0470752,108,78,"Drama,Mystery,Sci-Fi",4,2015,A young programmer is selected to participate in a ground-breaking experiment in artificial intelligence by evaluating the human qualities of a breath-taking female A.I.,Alex Garland,"Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno",
Desert Dancer (2014),tt2403393,98,49,"Biography,Drama",4,2015,Afshin Ghaffarian risks everything to start a dance company amidst his home country of Iran's politically volatile climate and the nation's ban on dancing.,Richard Raymond,"Nazanin Boniadi,Freida Pinto,Tom Cullen,Simon Kassianides",80018210
Clouds of Sils Maria (2014),tt2452254,124,78,Drama,4,2015,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,Olivier Assayas,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Lars Eidinger",
Kill Me Three Times (2014),tt2393845,90,30,"Action,Comedy,Thriller",4,2015,"Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",Kriv Stenders,"Simon Pegg,Teresa Palmer,Alice Braga,Luke Hemsworth",80018759
Lost River (2014),tt2366608,95,42,"Drama,Fantasy,Mystery,Thriller",4,2015,"A single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town.",Ryan Gosling,"Christina Hendricks,Iain De Caestecker,Matt Smith,Saoirse Ronan",
While We're Young (2014),tt1791682,97,76,"Comedy,Drama",4,2015,A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,Noah Baumbach,"Ben Stiller,Naomi Watts,Adam Driver,Amanda Seyfried",
Danny Collins (2015),tt1772288,106,58,"Comedy,Drama,Music",4,2015,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,Dan Fogelman,"Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale",
Paul Blart: Mall Cop 2 (2015),tt3450650,94,13,"Action,Comedy,Crime",4,2015,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",Andy Fickman,"Kevin James,Raini Rodriguez,Eduardo Verástegui,Daniella Alonso",
Unfriended (2014),tt3713166,83,59,"Horror,Mystery,Thriller",4,2015,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",Levan Gabriadze,"Heather Sossaman,Matthew Bohrer,Courtney Halverson,Shelley Hennig",
Child 44 (2015),tt1014763,137,41,"Drama,Thriller",4,2015,A disgraced member of the military police investigates a series of nasty child murders during the Stalin-era Soviet Union.,Daniel Espinosa,"Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman",
Monkey Kingdom (2015),tt3660770,81,72,Documentary,4,2015,"A nature documentary that follows a newborn monkey and its mother as they struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who live in ancient ruins found deep in the storied jungles of South Asia.",Mark Linfield,Tina Fey,
True Story (2015),tt2273657,99,50,"Crime,Drama,Mystery,Thriller",4,2015,When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,Rupert Goold,"James Franco,Jonah Hill,Felicity Jones,Maria Dizzia",
Alex of Venice (2014),tt2977090,86,56,Drama,4,2015,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,Chris Messina,"Mary Elizabeth Winstead,Chris Messina,Don Johnson,Derek Luke",70307849
Beyond the Reach (2014),tt2911668,91,34,Thriller,4,2015,A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.,Jean-Baptiste Léonetti,"Michael Douglas,Jeremy Irvine,Martin Palmer,Hanna Mangan Lawrence",
Félix et Meira (2014),tt3685218,105,66,"Drama,Romance",4,2015,"In Félix and Meira, an unusual romance blossoms between two lost souls who inhabit the same neighborhood but vastly different worlds.",Maxime Giroux,"Martin Dubreuil,Hadas Yaron,Luzer Twersky,Anne-Élisabeth Bossé",
Monsters: Dark Continent (2014),tt1935302,119,42,"Drama,Sci-Fi,Thriller,War",4,2015,"Ten years on from the events of Monsters, and the 'Infected Zones' have now spread worldwide. In the Middle East a new insurgency has begun. At the same time there has also been a proliferation of Monsters in that region. The Army decide to draft in more numbers to help deal with this insurgency.",Tom Green,"Johnny Harris,Sam Keeley,Joe Dempsie,Sofia Boutella",70253597
The Dead Lands (2014),tt3399916,107,59,Action,4,2015,"After his tribe is slaughtered through an act of treachery, the teenage son of a slain Maori chieftain looks to avenge his father's murder and bring peace and honor to the souls of his loved ones.",Toa Fraser,"James Rolleston,Lawrence Makoare,Te Kohe Tuhaka,Xavier Horan",80017264
The Age of Adaline (2015),tt1655441,112,51,"Drama,Fantasy,Romance",4,2015,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",Lee Toland Krieger,"Blake Lively,Michiel Huisman,Harrison Ford,Kathy Baker",
Little Boy (2015),tt1810683,106,30,"Comedy,Drama,War",4,2015,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,Alejandro Monteverde,"Jakob Salvati,Emily Watson,David Henrie,Michael Rapaport",
Ex Machina (2015),tt0470752,108,78,"Drama,Mystery,Sci-Fi",4,2015,A young programmer is selected to participate in a ground-breaking experiment in artificial intelligence by evaluating the human qualities of a breath-taking female A.I.,Alex Garland,"Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno",
The Water Diviner (2014),tt3007512,111,50,"Drama,War",4,2015,An Australian man travels to Turkey after the Battle of Gallipoli to try and locate his three missing sons.,Russell Crowe,"Russell Crowe,Olga Kurylenko,Jai Courtney,Isabel Lucas",
Adult Beginners (2014),tt3318750,92,57,"Comedy,Drama",4,2015,"A young, narcissistic entrepreneur crashes and burns on the eve of his company's big launch. With his entire life in total disarray, he leaves Manhattan to move in with his estranged pregnant sister, brother-in-law and 3-year-old nephew in the suburbs - only to become their nanny.",Ross Katz,"Nick Kroll,Rose Byrne,Bobby Cannavale,Joel McHale",
Misery Loves Comedy (2015),tt3132632,94,51,"Documentary,Comedy",4,2015,"Over fifty very famous American and Canadian funny people (filmmakers, writers, actors and comedians) share life and professional journeys and insights, in an effort to shed light on the thesis: Do you have to be miserable to be funny?",Kevin Pollak,"Amy Schumer,James L. Brooks,Judd Apatow,Whoopi Goldberg",
Avengers: Age of Ultron (2015),tt2395427,141,66,"Action,Adventure,Sci-Fi",5,2015,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans.",Joss Whedon,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth",
Far from the Madding Crowd (2015),tt2935476,119,71,"Drama,Romance",5,2015,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",Thomas Vinterberg,"Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Tom Sturridge",
Welcome to Me (2014),tt2788716,87,67,"Comedy,Drama",5,2015,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.",Shira Piven,"Kristen Wiig,James Marsden,Linda Cardellini,Wes Bentley",80017285
Mandariinid (2013),tt2991224,87,73,"Drama,War",5,2015,"War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",Zaza Urushadze,"Lembit Ulfsak,Elmo Nüganen,Giorgi Nakashidze,Misha Meskhi",
Iris (2014),tt4157220,79,80,"Documentary,Biography,History",5,2015,A documentary about fashion icon Iris Apfel from legendary documentary filmmaker Albert Maysles.,Albert Maysles,"Carl Apfel,Iris Apfel",
The 100-Year-Old Man Who Climbed Out the Window and Disappeared (2013),tt2113681,114,58,"Adventure,Comedy",5,2015,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.",Felix Herngren,"Robert Gustafsson,Iwar Wiklander,David Wiberg,Mia Skäringer",
Ride (2014),tt1930463,93,48,Comedy,5,2015,A mother travels cross-country to California to be with her son after he decides to drop out of school and become a surfer.,Helen Hunt,"Helen Hunt,Brenton Thwaites,Luke Wilson,Robert Knepper",
Loin des hommes (2014),tt2936180,101,74,Drama,5,2015,"Algeria, 1954. Two very different men thrown together by a world in turmoil are forced to flee across the Atlas mountains. Daru, the reclusive teacher, has to escort Mohamed, a villager accused of murder.",David Oelhoffen,"Viggo Mortensen,Reda Kateb,Djemel Barek,Vincent Martin",
Hyena (2014),tt1837574,112,56,"Crime,Drama",5,2015,"Good policing doesn't necessarily mean doing everything by the book. But as the business of crime in London turns to favour the Albanians and Turks, how does a ""good"" policeman survive?",Gerard Johnson,"Peter Ferdinando,Stephen Graham,Neil Maskell,Elisa Lasowski",
Días de gracia (2011),tt1450320,133,58,"Crime,Thriller",5,2015,"Mexico City. 2002, 2006, 2010. A cop. A hostage. A wife. Corruption, violence, vengeance. Three destinies, during 30 days, during three Soccer World Cups. Three ways to fight in order to survive.",Everardo Valerio Gout,"Carlos Bardem,Kristyan Ferrer,Tenoch Huerta,José Alberto Solorzano",
Hot Pursuit (2015),tt2967224,87,31,"Action,Comedy,Crime",5,2015,An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,Anne Fletcher,"Reese Witherspoon,Sofía Vergara,Matthew Del Negro,Michael Mosley",
The D Train (2015),tt3534602,101,55,"Comedy,Drama",5,2015,The head of a high school reunion committee travels to Los Angeles to track down the most popular guy from his graduating class and convince him to go to the reunion.,Andrew Mogel,"Jack Black,James Marsden,Kathryn Hahn,Jeffrey Tambor",
5 Flights Up (2014),tt2933544,92,55,Drama,5,2015,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,Richard Loncraine,"Diane Keaton,Morgan Freeman,Cynthia Nixon,Carrie Preston",
Maggie (2015),tt1881002,95,52,"Drama,Horror,Thriller",5,2015,"A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",Henry Hobson,"Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Laura Cayouette",
Saint Laurent (2014),tt2707848,150,52,"Biography,Drama,Romance",5,2015,"Yves Saint Laurent's life from 1967 to 1976, during which time the famed fashion designer was at the peak of his career.",Bertrand Bonello,"Gaspard Ulliel,Jérémie Renier,Louis Garrel,Léa Seydoux",
I Am Big Bird: The Caroll Spinney Story (2014),tt2358456,90,71,"Documentary,Biography,Drama",5,2015,"Caroll Spinney has been Sesame Street's Big Bird and Oscar the Grouch since 1969; at 78-years-old, he has no intention of stopping.",Dave LaMattina,"Caroll Spinney,Jim Henson,Frank Oz,Debra Spinney",
Noble (2014),tt2626090,100,63,"Biography,Drama",5,2015,Christina Noble overcomes the harsh difficulties of her childhood in Ireland to discover her destiny on the streets of Saigon. A true story.,Stephen Bradley,"Deirdre O'Kane,Sarah Greene,Gloria Cramer Curtis,Brendan Coyle",
The Seven Five (2014),tt4136056,104,68,Documentary,5,2015,Meet the dirtiest cop in NYC history. Michael Dowd stole money and dealt drugs while patrolling the streets of 80s Brooklyn.,Tiller Russell,"Michael Dowd,Ken Eurell,Walter Yurkiw,Chickie",
Skin Trade (2014),tt1641841,96,39,"Action,Crime,Thriller",5,2015,"After his family is killed by a Serbian gangster with international interests, NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.",Ekachai Uekrongtham,"Dolph Lundgren,Tony Jaa,Ron Perlman,Michael Jai White",
Mad Max: Fury Road (2015),tt1392190,120,89,"Action,Adventure,Sci-Fi,Thriller",5,2015,"A woman rebels against a tyrannical ruler in post apocalyptic Australia in search for her homeland with the help of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,"Tom Hardy,Charlize Theron,Nicholas Hoult,Zoë Kravitz",
Pitch Perfect 2 (2015),tt2848292,115,63,"Comedy,Music",5,2015,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",Elizabeth Banks,"Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow",
I'll See You in My Dreams (2015),tt3236120,92,75,"Comedy,Drama",5,2015,A widow and former songstress discovers that life can begin anew at any age.,Brett Haley,"Blythe Danner,Martin Starr,Sam Elliott,Malin Akerman",
Good Kill (2014),tt3297330,102,63,"Action,Drama,Thriller",5,2015,A family man begins to question the ethics of his job as a drone pilot.,Andrew Niccol,"Ethan Hawke,January Jones,Zoë Kravitz,Fatima El Bahraquy",
The Connection (2014),tt2935564,135,67,"Action,Crime,Thriller",5,2015,A French police magistrate spends years trying to take down one of the country's most powerful drug rings.,Cédric Jimenez,"Jean Dujardin,Gilles Lellouche,Céline Sallette,Mélanie Doutey",
Set Fire to the Stars (2014),tt3455740,97,49,"Biography,Drama",5,2015,"An aspiring poet in 1950s New York has his ordered world shaken when he embarks on a week-long retreat to save his hell raising hero, Dylan Thomas.",Andy Goddard,"Elijah Wood,Celyn Jones,Kelly Reilly,Steven Mackintosh",80039426
Where Hope Grows (2014),tt3200980,95,41,Drama,5,2015,A baseball player whose professional career was cut short due to his personal problems is suddenly awakened and invigorated by a young-man with Down syndrome who works at the local grocery store.,Chris Dowling,"Kristoffer Polaha,David DeSanctis,Danica McKellar,Kerr Smith",
The Film Critic (2013),tt2249278,98,40,"Comedy,Drama,Romance",5,2015,A prestigious film critic who has lost faith in the art form sparks with a young woman whose tastes run opposite of his.,Hernán Guerschuny,"Rafael Spregelburd,Dolores Fonzi,Blanca Lewin,Ignacio Rogers",
Tomorrowland (2015),tt1964418,130,60,"Action,Adventure,Family,Mystery,Sci-Fi",5,2015,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Brad Bird,"George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy",
Poltergeist (2015),tt1029360,93,47,"Horror,Thriller",5,2015,A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,Gil Kenan,"Sam Rockwell,Rosemarie DeWitt,Kennedi Clements,Saxon Sharbino",
Omoide no Mânî (2014),tt3398268,103,71,"Animation,Drama,Family,Mystery",5,2015,Upon being sent to live with relatives in the countryside; an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there; a girl who may or may not be real.,Hiromasa Yonebayashi,"Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,Susumu Terajima",
Aloft (2014),tt2494384,112,34,Drama,5,2015,A struggling mother encounters the son she abandoned 20 years earlier.,Claudia Llosa,"Jennifer Connelly,Cillian Murphy,Mélanie Laurent,Oona Chaplin",
Chocolate City (2015),tt3481000,91,,Drama,5,2015,Life for a struggling college student changes in an instant when he meets the owner of a male strip club who convinces him to give amateur night a whirl.,Jean-Claude La Marre,"Robert Ri'chard,Tyson Beckford,DeRay Davis,Vivica A. Fox",
Mita Tova (2014),tt3163304,95,71,"Comedy,Drama",5,2015,"Residents of a retirement home build a machine for self-euthanasia in order to help their terminally ill friend, though they are faced with a series of dilemmas when rumors of the machine begin to spread.",Tal Granit,"Ze'ev Revach,Levana Finkelstein,Aliza Rosen,Ilan Dar",
Sunshine Superman (2014),tt1322313,100,70,"Documentary,Biography,Sport",5,2015,"A heart-racing documentary portrait of Carl Boenish, the father of the BASE jumping movement, whose early passion for skydiving led him to ever more spectacular -and dangerous- feats of foot-launched human flight.",Marah Strauch,"Cecilie Bull,Marah Strauch,John B. Macaulay,Carl Boenisch",
San Andreas (2015),tt2126355,114,43,"Action,Drama,Thriller",5,2015,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",Brad Peyton,"Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes",
Aloha (2015),tt1243974,105,40,"Comedy,Drama,Romance",5,2015,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.,Cameron Crowe,"Bradley Cooper,Rachel McAdams,Emma Stone,Alec Baldwin",
Results (2015),tt3824412,105,73,Comedy,5,2015,"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.",Andrew Bujalski,"Guy Pearce,Cobie Smulders,Kevin Corrigan,Giovanni Ribisi",80038442
Gemma Bovery (2014),tt2788556,99,58,"Comedy,Drama,Romance",5,2015,"Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only are the names of the new arrivals Gemma and Charles Bovery, but their behavior also seems to be inspired by Flaubert's heroes.",Anne Fontaine,"Fabrice Luchini,Gemma Arterton,Jason Flemyng,Isabelle Candelier",
Heaven Knows What (2014),tt3687186,94,76,Drama,5,2015,"Harley loves Ilya. He gives her life purpose and sets her passion ablaze. So, when he asks her to prove her love by slitting her wrists, she obliges with only mild hesitation, perhaps because of her other all-consuming love: heroin.",Ben Safdie,"Arielle Holmes,Caleb Landry Jones,Buddy Duress,Ron Braunstein",
Entourage (2015),tt1674771,104,38,Comedy,6,2015,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",Doug Ellin,"Adrian Grenier,Kevin Connolly,Jerry Ferrara,Kevin Dillon",
Spy (2015),tt3079380,119,75,"Action,Comedy,Crime",6,2015,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",Paul Feig,"Melissa McCarthy,Rose Byrne,Jude Law,Jason Statham",
Insidious: Chapter 3 (2015),tt3195644,97,52,"Horror,Thriller",6,2015,A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,Leigh Whannell,"Dermot Mulroney,Stefanie Scott,Angus Sampson,Leigh Whannell",
Love & Mercy (2014),tt0903657,121,80,"Biography,Drama,Music",6,2015,"In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.",Bill Pohlad,"John Cusack,Paul Dano,Elizabeth Banks,Paul Giamatti",
Testament of Youth (2014),tt1441953,129,76,"Biography,Drama,History,War",6,2015,"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times.",James Kent,"Alicia Vikander,Kit Harington,Taron Egerton,Dominic West",
En duva satt på en gren och funderade på tillvaron (2014),tt1883180,101,81,"Comedy,Drama",6,2015,"Sam and Jonathan, a pair of hapless novelty salesman, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.",Roy Andersson,"Holger Andersson,Nils Westblom,Viktor Gyllenberg,Lotti Törnros",
Hungry Hearts (2014),tt3344922,109,48,"Drama,Thriller",6,2015,The relationship of a couple who meet by chance in New York City is put to the test when they encounter a life or death circumstance.,Saverio Costanzo,"Adam Driver,Alba Rohrwacher,Roberta Maxwell,Al Roffe",80015791
Police Story: Lockdown (2013),tt2599716,110,44,"Action,Crime,Drama,Thriller",6,2015,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.",Sheng Ding,"Jackie Chan,Ye Liu,Tian Jing,Tao Yin",80028532
Jurassic World (2015),tt0369610,124,59,"Action,Adventure,Sci-Fi,Thriller",6,2015,A new theme park is built on the original site of Jurassic Park. Everything is going well until the park's newest attraction--a genetically modified giant stealth killing machine--escapes containment and goes on a killing spree.,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Judy Greer",
Me and Earl and the Dying Girl (2015),tt2582496,105,74,"Comedy,Drama",6,2015,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon,"Thomas Mann,RJ Cyler,Olivia Cooke,Nick Offerman",
